Source,Target,Type,Weight
huy,huy,Undirected,1
huy,feo,Undirected,1
feo,feo,Undirected,1
feo,financiación,Undirected,1
ilegal,ósea,Undirected,1
ósea,pp,Undirected,1
pp,manda,Undirected,1
manda,cojines,Undirected,1
cojines,campeónes,Undirected,1
campeónes,despertad,Undirected,1
despertad,urgencia,Undirected,1
urgencia,nacional,Undirected,1
nacional,salvar,Undirected,1
españa,alguien,Undirected,1
alguien,sentido,Undirected,1
común,queda,Undirected,1
pp,revalorización,Undirected,1
revalorización,pensiones,Undirected,1
pensiones,ipc,Undirected,1
ipc,molestado,Undirected,1
molestado,pedro,Undirected,1
sánchez,juegue,Undirected,1
juegue,petanca,Undirected,1
materia,facultad,Undirected,1
facultad,empezó,Undirected,1
empezó,hablar,Undirected,1
aborto,pensé,Undirected,1
pensé,intentando,Undirected,1
intentando,abrir,Undirected,1
abrir,cabeza,Undirected,1
cabeza,doy,Undirected,1
doy,realidad,Undirected,1
realidad,manipulando,Undirected,1
manipulando,pos,Undirected,1
pos,colectivo,Undirected,1
colectivo,feminista,Undirected,1
feminista,ideología,Undirected,1
género,actual,Undirected,1
sexo,fútbol,Undirected,1
pendejos,queriendo,Undirected,1
queriendo,cosas,Undirected,1
cosas,adultos,Undirected,1
adultos,responsables,Undirected,1
responsables,educados,Undirected,1
ex,consejera,Undirected,1
consejera,pp,Undirected,1
pp,pasó,Undirected,1
vox,leticia,Undirected,1
leticia,díaz,Undirected,1
díaz,candidata,Undirected,1
candidata,regional,Undirected,1
regional,vox,Undirected,1
vox,emilio,Undirected,1
emilio,valle,Undirected,1
valle,peleará,Undirected,1
peleará,santander,Undirected,1
santander,diario,Undirected,1
diario,montañes,Undirected,1
sostenible,feminista,Undirected,1
feminista,gluten,Undirected,1
jajsjsjs,fotos,Undirected,1
fotos,referencia,Undirected,1
referencia,chicos,Undirected,1
chicos,chica,Undirected,1
chica,nombres,Undirected,1
nombres,gustan,Undirected,1
gustan,tranquilo,Undirected,1
martinez,suplente,Undirected,1
suplente,qué,Undirected,1
gallardo,haria,Undirected,1
realistas,vean,Undirected,1
vean,mes,Undirected,1
mes,ingreso,Undirected,1
ingreso,cartilla,Undirected,1
cartilla,bajada,Undirected,1
bajada,luz,Undirected,1
luz,aumento,Undirected,1
aumento,salario,Undirected,1
mínimo,imbécil,Undirected,1
imbécil,mentiroso,Undirected,1
mentiroso,vote,Undirected,1
sanidad,investigaciones,Undirected,1
investigaciones,científicas,Undirected,1
científicas,salvar,Undirected,1
vidas,lugar,Undirected,1
lugar,mantener,Undirected,1
mantener,chupópteros,Undirected,1
chupópteros,dedo,Undirected,1
dedo,sentados,Undirected,1
sentados,despachos,Undirected,1
despachos,palo,Undirected,1
agua,suman,Undirected,1
suman,millones,Undirected,1
ministerio,trepa,Undirected,1
trepa,montero,Undirected,1
montero,habría,Undirected,1
habría,suficiente,Undirected,1
suficiente,ffss,Undirected,1
confundas,churras,Undirected,1
merinas,cosa,Undirected,1
cosa,persona,Undirected,1
persona,decida,Undirected,1
decida,cuerpo,Undirected,2
mujer,atenta,Undirected,1
atenta,dignidad,Undirected,1
cosa,decida,Undirected,1
cuerpo,prohibiendo,Undirected,1
prohibiendo,aborto,Undirected,1
aborto,gestación,Undirected,1
gestación,subrogada,Undirected,1
cs,perdió,Undirected,1
perdió,indefinición,Undirected,1
indefinición,blanco,Undirected,1
años,decías,Undirected,1
decías,messi,Undirected,1
cristiano,jugar,Undirected,1
jugar,iba,Undirected,1
iba,verme,Undirected,1
verme,psg,Undirected,1
riyadh,iba,Undirected,1
gallardo,cagaba,Undirected,1
cagaba,risa,Undirected,1
risa,acá,Undirected,1
negociar,aprenda,Undirected,1
bloqueo,absurdo,Undirected,1
absurdo,carreteras,Undirected,1
carreteras,importan,Undirected,1
importan,muertes,Undirected,1
muertes,manifestantes,Undirected,1
manifestantes,violentos,Undirected,1
violentos,concretar,Undirected,1
concretar,fines,Undirected,1
fines,comunistas,Undirected,1
comunistas,pro,Undirected,1
defensores,violadores,Undirected,1
terroristas,dando,Undirected,1
lecciones,ética,Undirected,1
ética,tienes,Undirected,1
tienes,reír,Undirected,1
reír,quetevotetxapote,Undirected,1
alto,vídeo,Undirected,1
vídeo,enterar,Undirected,1
enterar,españoles,Undirected,1
sr,centeno,Undirected,1
centeno,fíe,Undirected,1
fíe,medios,Undirected,1
medios,desinformación,Undirected,1
noooooooooooo,diciendo,Undirected,1
diciendo,lpmmm,Undirected,1
vox,escaños,Undirected,1
escaños,up,Undirected,1
up,escaños,Undirected,1
escaños,ole,Undirected,1
pobre,promedio,Undirected,1
promedio,creen,Undirected,1
creen,clase,Undirected,1
clase,alta,Undirected,1
alta,votan,Undirected,1
votan,derecha,Undirected,1
derecha,pa,Undirected,1
qué,baje,Undirected,1
baje,impuestos,Undirected,1
obtuso,entender,Undirected,1
entender,sígnica,Undirected,1
sígnica,término,Undirected,1
término,democracia,Undirected,1
voto,util,Undirected,1
util,ed,Undirected,1
ed,vox,Undirected,1
vox,viva,Undirected,1
gallardo,decadencia,Undirected,1
decadencia,dirigía,Undirected,1
dirigía,paradela,Undirected,1
paradela,dirige,Undirected,1
entiende,derecha,Undirected,1
cobarde,queda,Undirected,1
sucede,comunicación,Undirected,1
comunicación,administraciones,Undirected,1
administraciones,públicas,Undirected,1
públicas,copada,Undirected,1
copada,personal,Undirected,1
personal,eventual,Undirected,1
eventual,confianza,Undirected,1
confianza,político,Undirected,1
político,turno,Undirected,1
turno,funcionarios,Undirected,1
funcionarios,carrera,Undirected,1
carrera,confunde,Undirected,1
confunde,comunicación,Undirected,1
comunicación,institucional,Undirected,1
institucional,comunicación,Undirected,1
comunicación,partido,Undirected,1
interesa,hibridación,Undirected,1
hibridación,igualdad,Undirected,1
igualdad,factor,Undirected,1
factor,planta,Undirected,1
planta,lcoe,Undirected,1
lcoe,almacenamiento,Undirected,1
almacenamiento,caso,Undirected,1
caso,aprovechar,Undirected,1
aprovechar,puntos,Undirected,1
puntos,acceso,Undirected,1
acceso,conexión,Undirected,1
conexión,termosolar,Undirected,1
sepa,robó,Undirected,1
robó,mil,Undirected,1
millones,dólares,Undirected,2
dólares,fugó,Undirected,1
fugó,japón,Undirected,1
japón,fujimori,Undirected,1
fujimori,seguidores,Undirected,1
seguidores,siguen,Undirected,1
siguen,robando,Undirected,1
robando,país,Undirected,1
obvio,niño,Undirected,1
niño,pegar,Undirected,1
pegar,condiciones,Undirected,1
condiciones,osea,Undirected,1
osea,igualdad,Undirected,1
quiera,imaginar,Undirected,1
imaginar,vendiera,Undirected,1
vendiera,estancos,Undirected,1
estancos,digo,Undirected,1
digo,conocimiento,Undirected,1
conocimiento,causa,Undirected,1
causa,pecador,Undirected,1
pecador,negarlo,Undirected,1
negarlo,llegué,Undirected,1
llegué,cultivar,Undirected,1
cultivar,marihuana,Undirected,1
marihuana,facilitar,Undirected,1
facilitar,acceso,Undirected,1
acceso,aumenta,Undirected,1
aumenta,consumo,Undirected,1
consumo,abarata,Undirected,1
abarata,producto,Undirected,1
producto,elimina,Undirected,1
elimina,riesgos,Undirected,1
riesgos,consumí,Undirected,1
consumí,hallarlo,Undirected,1
transmite,petarda,Undirected,1
locura,gallardo,Undirected,1
edición,noticias,Undirected,1
noticias,ultraderecha,Undirected,1
ultraderecha,extremainnecesidad,Undirected,1
extremainnecesidad,vox,Undirected,1
vox,noticias,Undirected,2
jueces,ley,Undirected,1
mujeres,sano,Undirected,1
sano,juicio,Undirected,1
juicio,cree,Undirected,1
romperlo,basta,Undirected,1
basta,aprobar,Undirected,1
aprobar,presupuestos,Undirected,1
presupuestos,romperá,Undirected,1
romperá,pp,Undirected,1
pp,fácil,Undirected,1
pp,critica,Undirected,1
critica,seguidismo,Undirected,1
seguidismo,psoe,Undirected,1
psoe,albacete,Undirected,1
albacete,sanchismo,Undirected,1
sanchismo,negativa,Undirected,1
negativa,rectificar,Undirected,1
rectificar,ley,Undirected,1
penas,agresores,Undirected,1
sexuales,albacete,Undirected,1
mira,tenia,Undirected,1
tenia,pensado,Undirected,1
votar,ganas,Undirected,1
ganas,votar,Undirected,1
votar,intentar,Undirected,1
intentar,joder,Undirected,1
aparte,quiero,Undirected,1
quiero,mundo,Undirected,1
mundo,gallardo,Undirected,1
gallardo,vuelva,Undirected,1
vuelva,dirigir,Undirected,1
dirigir,river,Undirected,1
pasar,topar,Undirected,1
topar,engendros,Undirected,1
engendros,colgarlos,Undirected,1
colgarlos,red,Undirected,1
red,incultura,Undirected,1
incultura,agresividad,Undirected,1
agresividad,fealdad,Undirected,1
fealdad,gusto,Undirected,1
gusto,suciedad,Undirected,1
suciedad,identifica,Undirected,1
identifica,caché,Undirected,1
caché,extremistas,Undirected,1
extremistas,izquierda,Undirected,1
importa,pimiento,Undirected,1
pimiento,mujeres,Undirected,1
mujeres,violadas,Undirected,1
violadas,asesinadas,Undirected,1
asesinadas,importa,Undirected,1
importa,pasta,Undirected,1
pasta,sacáis,Undirected,1
españa,visión,Undirected,1
visión,marxista,Undirected,1
marxista,profundamente,Undirected,1
profundamente,arraigada,Undirected,1
arraigada,aparece,Undirected,1
aparece,esperas,Undirected,1
esperas,ejemplo,Undirected,1
ejemplo,sindicato,Undirected,1
sindicato,vox,Undirected,2
dato,ávila,Undirected,1
falsedad,cometieron,Undirected,1
cometieron,pagando,Undirected,1
pagando,condenas,Undirected,1
años,acogen,Undirected,1
acogen,jep,Undirected,1
jep,años,Undirected,1
años,carcel,Undirected,1
iba,querer,Undirected,1
querer,demostrar,Undirected,1
demostrar,igualdad,Undirected,1
igualdad,trigonométrica,Undirected,1
trigonométrica,fio,Undirected,1
anestesia,abriría,Undirected,1
abriría,panza,Undirected,1
panza,sacaría,Undirected,1
sacaría,bebé,Undirected,1
vivo,moviéndose,Undirected,1
moviéndose,estúpida,Undirected,1
estúpida,infierno,Undirected,1
infierno,mostraría,Undirected,1
mostraría,humano,Undirected,1
humano,humano,Undirected,1
humano,justifica,Undirected,1
justifica,asesinar,Undirected,1
asesinar,hijo,Undirected,1
hijo,animales,Undirected,1
animales,capaces,Undirected,1
capaces,tanta,Undirected,1
tanta,bajeza,Undirected,1
descrito,ayuso,Undirected,1
sodoma,gomorra,Undirected,1
gomorra,qué,Undirected,1
qué,síntoma,Undirected,1
síntoma,decadencia,Undirected,1
aborto,deberia,Undirected,1
deberia,juzgarse,Undirected,1
juzgarse,ningun,Undirected,1
ningun,aspecto,Undirected,1
responder,gobierno,Undirected,1
gobierno,actuará,Undirected,1
actuará,contundencia,Undirected,1
persona,aborto,Undirected,1
aborto,lgbt,Undirected,1
lgbt,izquierda,Undirected,1
izquierda,aberracion,Undirected,1
aberracion,globalista,Undirected,1
globalista,bloqueo,Undirected,1
bloqueo,automatico,Undirected,1
automatico,perfil,Undirected,1
necesito,foto,Undirected,1
gallardo,mira,Undirected,1
mira,vos,Undirected,1
dudaban,tumbaron,Undirected,1
tumbaron,resortes,Undirected,1
resortes,librepensamiento,Undirected,1
librepensamiento,sociedad,Undirected,1
sociedad,libertad,Undirected,1
libertad,cátedra,Undirected,1
cátedra,docencia,Undirected,1
docencia,independencia,Undirected,1
judicial,porqué,Undirected,1
porqué,iba,Undirected,1
iba,excepción,Undirected,1
excepción,idea,Undirected,1
idea,cuestionada,Undirected,1
cuestionada,sanción,Undirected,1
sanción,vuelve,Undirected,1
vuelve,dogma,Undirected,1
paso,tiendas,Undirected,1
tiendas,metro,Undirected,1
metro,siguen,Undirected,1
siguen,tenderas,Undirected,1
tenderas,nooo,Undirected,1
gana,pity,Undirected,1
joder,cambiado,Undirected,2
cambiado,ciudadanos,Undirected,2
ciudadanos,refundación,Undirected,2
refundación,partido,Undirected,2
partido,equidistante,Undirected,2
equidistante,pp,Undirected,2
partido,centro,Undirected,2
legisla,prensa,Undirected,1
prensa,machista,Undirected,1
machista,seguro,Undirected,1
seguro,sale,Undirected,1
sale,has,Undirected,1
has,marcado,Undirected,1
marcado,acaba,Undirected,1
acaba,resultando,Undirected,1
resultando,periodistas,Undirected,1
periodistas,escribir,Undirected,1
escribir,barrabasadas,Undirected,1
barrabasadas,llegue,Undirected,1
llegue,sanción,Undirected,1
sanción,crack,Undirected,1
crack,crack,Undirected,1
cataluña,incumpliendo,Undirected,1
incumpliendo,sentencias,Undirected,1
sentencias,supremo,Undirected,1
supremo,gobierno,Undirected,1
fascista,sánchez,Undirected,1
sánchez,castilla,Undirected,1
león,cambio,Undirected,1
cambio,mandan,Undirected,1
mandan,requerimientos,Undirected,1
hablé,socialistas,Undirected,1
socialistas,españa,Undirected,1
españa,eliminaron,Undirected,1
eliminaron,corrida,Undirected,1
corrida,toros,Undirected,1
toros,españa,Undirected,1
españa,legando,Undirected,1
legando,cruel,Undirected,1
cruel,kos,Undirected,1
kos,animales,Undirected,1
animales,aprobaron,Undirected,1
aprobaron,aborto,Undirected,1
vox,permitir,Undirected,1
permitir,rastrear,Undirected,1
rastrear,corruptos,Undirected,1
corruptos,ppsoe,Undirected,1
ppsoe,ideas,Undirected,1
ideas,claras,Undirected,1
claras,mensajes,Undirected,1
mensajes,pactos,Undirected,1
pactos,programa,Undirected,1
programa,promesas,Undirected,1
promesas,palabras,Undirected,1
palabras,dada,Undirected,1
dada,cumplan,Undirected,1
cumplan,esencia,Undirected,1
esencia,vox,Undirected,1
vox,deferente,Undirected,1
deferente,gusta,Undirected,1
gusta,vox,Undirected,1
vox,engaña,Undirected,1
engaña,público,Undirected,1
público,programa,Undirected,1
curro,derechas,Undirected,1
derechas,izquierdas,Undirected,1
izquierdas,procede,Undirected,1
procede,criticar,Undirected,1
criticar,presupuesto,Undirected,1
presupuesto,ministerio,Undirected,1
igualdad,falla,Undirected,1
dictadura,pensamiento,Undirected,1
oyéndolo,convencido,Undirected,1
convencido,existencia,Undirected,1
existencia,protocolo,Undirected,1
protocolo,ayuso,Undirected,1
ayuso,residencias,Undirected,1
residencias,existía,Undirected,1
queja,acaba,Undirected,1
acaba,perdonar,Undirected,1
perdonar,amigotes,Undirected,1
albertico,político,Undirected,1
político,simple,Undirected,1
simple,rancio,Undirected,1
rancio,preparado,Undirected,1
preparado,incluyendo,Undirected,1
incluyendo,dé,Undirected,1
dé,vox,Undirected,1
género,redes,Undirected,2
sociales,facebook,Undirected,2
facebook,instagram,Undirected,2
instagram,twitter,Undirected,2
twitter,congresojaldigital,Undirected,2
congresojaldigital,jaliscoinformado,Undirected,2
jaliscoinformado,congresojalisco,Undirected,2
congresojalisco,lxiiilegislatura,Undirected,2
lema,usaban,Undirected,1
usaban,rojos,Undirected,1
rojos,paracuellos,Undirected,1
messi,balones,Undirected,2
oro,sabrá,Undirected,2
sabrá,pesa,Undirected,2
pesa,copa,Undirected,2
copa,mundo,Undirected,2
mundo,cristiano,Undirected,2
cristiano,pesa,Undirected,2
pesa,charla,Undirected,2
charla,gallardo,Undirected,2
gallardo,vestuario,Undirected,2
vestuario,jugador,Undirected,2
jugador,sueña,Undirected,2
sueña,técnico,Undirected,2
técnico,transmita,Undirected,2
transmita,filosofía,Undirected,2
filosofía,ganadora,Undirected,2
ganadora,vale,Undirected,2
responsabilidad,nombra,Undirected,1
nombra,vicepresidente,Undirected,1
vicepresidente,impresentable,Undirected,1
impresentable,califica,Undirected,1
califica,pp,Undirected,1
partido,sustenta,Undirected,1
sustenta,gobierno,Undirected,1
europeo,califica,Undirected,1
califica,manipulador,Undirected,1
manipulador,condescendiente,Undirected,1
condescendiente,protocolo,Undirected,1
antiaborto,castilla,Undirected,1
ronaldo,mbappé,Undirected,2
mbappé,sergio,Undirected,1
ramos,pity,Undirected,1
cancha,fútbol,Undirected,1
fútbol,deporte,Undirected,1
deporte,hermoso,Undirected,1
hermoso,mundo,Undirected,1
mundo,sos,Undirected,1
sos,river,Undirected,1
plate,bello,Undirected,1
señor,margallo,Undirected,1
margallo,agradaría,Undirected,1
normal,pp,Undirected,1
pp,protesta,Undirected,1
protesta,cura,Undirected,1
cura,saltar,Undirected,1
saltar,sumamente,Undirected,1
sumamente,absurdo,Undirected,1
absurdo,cosas,Undirected,1
cosas,importantes,Undirected,1
importantes,centrar,Undirected,1
centrar,atención,Undirected,1
atención,memeces,Undirected,1
memeces,único,Undirected,1
único,importa,Undirected,1
importa,apañados,Undirected,1
apañados,panda,Undirected,1
judit,ignorante,Undirected,1
ignorante,despertarse,Undirected,1
despertarse,levantarse,Undirected,1
levantarse,carne,Undirected,1
carne,cañón,Undirected,1
cañón,rebaño,Undirected,1
rebaño,lider,Undirected,1
talento,pp,Undirected,2
humano,mamá,Undirected,1
preparado,gallardo,Undirected,1
llamas,avance,Undirected,1
asqueroso,respuestas,Undirected,1
respuestas,increíble,Undirected,1
increíble,defiendan,Undirected,1
defiendan,cachetada,Undirected,1
cachetada,chica,Undirected,1
chica,debió,Undirected,1
debió,sentir,Undirected,1
sentir,dolido,Undirected,1
dolido,respuesta,Undirected,1
respuesta,brutal,Undirected,1
brutal,fuerza,Undirected,1
fuerza,superior,Undirected,1
superior,abuso,Undirected,1
abuso,fuerza,Undirected,1
fuerza,matar,Undirected,1
matar,caía,Undirected,1
come,feijoo,Undirected,1
feijoo,aperitivo,Undirected,1
aperitivo,pierde,Undirected,1
pierde,colmillos,Undirected,1
encantaría,decíais,Undirected,1
decíais,anti,Undirected,1
anti,aborto,Undirected,1
aborto,fueráis,Undirected,1
fueráis,gestarais,Undirected,1
caradura,pp,Undirected,1
cs,psoe,Undirected,1
psoe,sol,Undirected,1
sol,qué,Undirected,1
qué,caliente,Undirected,1
creatividad,creación,Undirected,1
creación,gusta,Undirected,1
gusta,considerado,Undirected,1
considerado,arte,Undirected,1
arte,vuelve,Undirected,1
vuelve,concurso,Undirected,1
concurso,cortos,Undirected,1
cortos,igualdad,Undirected,1
igualdad,inice,Undirected,1
inice,sexta,Undirected,1
sexta,edición,Undirected,1
edición,plazo,Undirected,1
plazo,febrero,Undirected,1
febrero,infomación,Undirected,1
espn,hs,Undirected,1
hs,cara,Undirected,1
cara,ladrón,Undirected,1
ladrón,descendido,Undirected,1
descendido,enano,Undirected,1
enano,gallardo,Undirected,1
river,espn,Undirected,1
espn,clarín,Undirected,1
clarín,macrismo,Undirected,1
macrismo,conmebol,Undirected,1
conmebol,choreo,Undirected,1
choreo,interminable,Undirected,1
supongo,refieres,Undirected,2
refieres,amacio,Undirected,1
amacio,ortega,Undirected,1
ortega,galan,Undirected,1
galan,pablo,Undirected,1
pablo,motos,Undirected,1
motos,ana,Undirected,1
rosa,herrera,Undirected,1
herrera,supongo,Undirected,1
refieres,cobrar,Undirected,1
cobrar,millones,Undirected,1
millones,año,Undirected,1
año,veo,Undirected,1
veo,españoles,Undirected,1
españoles,interese,Undirected,1
interese,vox,Undirected,1
vox,defender,Undirected,1
partido,mira,Undirected,1
mira,intereses,Undirected,1
intereses,votantes,Undirected,1
votantes,país,Undirected,1
país,romper,Undirected,1
romper,gustado,Undirected,1
gustado,política,Undirected,1
política,motivo,Undirected,1
motivo,vox,Undirected,1
vox,irrumpió,Undirected,1
irrumpió,país,Undirected,1
país,vuelto,Undirected,1
vuelto,creer,Undirected,1
creer,progreso,Undirected,1
progreso,país,Undirected,1
derrota,digna,Undirected,1
digna,come,Undirected,1
única,bananera,Undirected,1
bananera,derecha,Undirected,1
derecha,amigo,Undirected,1
amigo,sitio,Undirected,1
repulsión,asco,Undirected,1
asco,señora,Undirected,1
señora,humanidad,Undirected,1
humanidad,perdiendo,Undirected,1
perdiendo,gente,Undirected,1
gente,comporta,Undirected,1
comporta,bestias,Undirected,1
comienzo,vida,Undirected,1
vida,evidencia,Undirected,1
germinales,gametos,Undirected,1
plazas,libres,Undirected,1
libres,manicomios,Undirected,1
señores,futbol,Undirected,1
futbol,fiesta,Undirected,1
fiesta,pity,Undirected,1
martinez,jugara,Undirected,1
jugara,dirigido,Undirected,1
tamaño,vientre,Undirected,1
vientre,sentir,Undirected,1
sentir,mueve,Undirected,1
mueve,bebé,Undirected,1
bebé,puedes,Undirected,1
puedes,vivo,Undirected,1
cojones,cuentas,Undirected,1
cuentas,pp,Undirected,1
pp,puta,Undirected,1
puta,mierda,Undirected,10
mierda,años,Undirected,1
años,corrupción,Undirected,1
corrupción,joder,Undirected,1
joder,país,Undirected,1
país,turnos,Undirected,1
turnos,basura,Undirected,1
basura,humana,Undirected,1
humana,cojones,Undirected,1
cojones,hablas,Undirected,1
carne,débil,Undirected,1
ayuso,dimisión,Undirected,1
perdón,pepito,Undirected,1
pepito,dejé,Undirected,1
mossé,claude,Undirected,2
claude,historia,Undirected,2
historia,abdw,Undirected,1
abdw,democracia,Undirected,1
democracia,atenas,Undirected,2
atenas,orígenes,Undirected,2
orígenes,conquista,Undirected,2
conquista,macedonia,Undirected,2
macedonia,akal,Undirected,2
suerte,pinocho,Undirected,1
pinocho,personajes,Undirected,1
personajes,digo,Undirected,1
digo,conglomerado,Undirected,1
conglomerado,medios,Undirected,1
medios,trabajas,Undirected,1
trabajas,único,Undirected,1
único,dios,Undirected,1
has,cacao,Undirected,1
cacao,mental,Undirected,1
mental,distintas,Undirected,1
distintas,formas,Undirected,1
formas,cumplimiento,Undirected,1
cumplimiento,condena,Undirected,1
condena,antecedentes,Undirected,1
antecedentes,condenas,Undirected,1
pasadas,etc,Undirected,1
veremos,rn,Undirected,1
rn,udi,Undirected,1
udi,bailan,Undirected,1
bailan,ritmo,Undirected,1
ritmo,payasos,Undirected,1
payasos,republicanos,Undirected,1
republicanos,consistencia,Undirected,1
consistencia,qué,Undirected,1
qué,dirían,Undirected,1
dirían,bulnes,Undirected,1
bulnes,jarpa,Undirected,1
jarpa,payasos,Undirected,1
payasos,kayser,Undirected,1
kayser,carrera,Undirected,1
queda,pintada,Undirected,1
miles,personas,Undirected,1
personas,ganan,Undirected,1
ganan,infinitamente,Undirected,1
infinitamente,aportan,Undirected,1
aportan,infinitamente,Undirected,1
infinitamente,valor,Undirected,1
valor,añadido,Undirected,1
añadido,ángela,Undirected,1
canal,pasan,Undirected,1
país,gobiernan,Undirected,1
gobiernan,país,Undirected,1
país,distinto,Undirected,1
pregunto,zasca,Undirected,1
zasca,metido,Undirected,1
metido,paterrorista,Undirected,1
paterrorista,temblando,Undirected,1
temblando,págale,Undirected,1
págale,costas,Undirected,1
costas,anda,Undirected,1
anda,qué,Undirected,1
qué,seguro,Undirected,1
qué,caerse,Undirected,1
caerse,muerto,Undirected,1
encantaría,vuelve,Undirected,1
quieren,prensa,Undirected,1
prensa,servicio,Undirected,1
servicio,venezuela,Undirected,1
vox,insultado,Undirected,1
insultado,olona,Undirected,1
olona,dejad,Undirected,1
dejad,meter,Undirected,1
meter,basura,Undirected,1
basura,sectaria,Undirected,1
martinez,ganan,Undirected,1
ganan,penales,Undirected,1
penales,psg,Undirected,1
explicar,término,Undirected,1
término,fascismo,Undirected,1
fascismo,nacional,Undirected,1
nacional,socialismo,Undirected,1
socialismo,izquierdas,Undirected,1
arcadi,espada,Undirected,1
espada,aprendido,Undirected,1
aprendido,gallego,Undirected,1
gallego,centrífugo,Undirected,1
centrífugo,centrípeto,Undirected,1
centrípeto,modelo,Undirected,1
modelo,relación,Undirected,1
relación,establecer,Undirected,1
establecer,vox,Undirected,1
exactamente,psoe,Undirected,1
psoe,podemia,Undirected,1
podemia,doma,Undirected,1
doma,suave,Undirected,1
tribuna,consiente,Undirected,1
consiente,dominen,Undirected,1
dominen,clase,Undirected,1
clase,política,Undirected,1
política,destacadamente,Undirected,1
destacadamente,líderes,Undirected,1
líderes,pp,Undirected,1
psoe,mayoritarios,Undirected,1
mayoritarios,ambas,Undirected,1
ambas,formaciones,Undirected,2
formaciones,creen,Undirected,1
creen,obtener,Undirected,1
obtener,votos,Undirected,1
votos,sector,Undirected,1
sector,mundo,Undirected,1
mundo,pedro,Undirected,1
pedro,costa,Undirected,1
costa,morata,Undirected,1
loca,hp,Undirected,1
interpretaciones,política,Undirected,1
política,llena,Undirected,1
llena,pablo,Undirected,1
iglesias,pidiera,Undirected,1
pidiera,voto,Undirected,1
voto,sánchez,Undirected,1
sánchez,mato,Undirected,1
mato,lugar,Undirected,1
lugar,madrid,Undirected,1
madrid,votos,Undirected,1
votos,basura,Undirected,1
basura,electorado,Undirected,1
electorado,izquierdas,Undirected,1
izquierdas,comprometido,Undirected,1
comprometido,voto,Undirected,1
defensores,trabajadores,Undirected,1
trabajadores,explotadores,Undirected,1
trabajadores,transicion,Undirected,1
transicion,pp,Undirected,1
pp,guardavidas,Undirected,1
guardavidas,reclamo,Undirected,1
reclamo,involucra,Undirected,1
involucra,sindicato,Undirected,1
sindicato,petroleros,Undirected,1
petroleros,neuquén,Undirected,1
diría,igualdad,Undirected,1
igualdad,genero,Undirected,2
genero,persiga,Undirected,1
persiga,igualdad,Undirected,1
igualdad,dd,Undirected,1
dd,genero,Undirected,1
genero,imbéciles,Undirected,1
imbéciles,violentos,Undirected,1
ronaldo,muñeco,Undirected,2
gallardo,arte,Undirected,1
aprobada,propuesta,Undirected,1
propuesta,colocación,Undirected,1
colocación,atril,Undirected,1
atril,informativo,Undirected,1
informativo,iglesia,Undirected,1
iglesia,san,Undirected,2
san,pedro,Undirected,1
pedro,ad,Undirected,1
ad,vincula,Undirected,1
vincula,localizada,Undirected,1
localizada,caso,Undirected,1
caso,histórico,Undirected,1
histórico,vecinos,Undirected,1
vecinos,visitantes,Undirected,1
visitantes,puedan,Undirected,1
puedan,arte,Undirected,1
arte,patrimonio,Undirected,1
vaina,afrodescendiente,Undirected,1
afrodescendiente,tema,Undirected,1
tema,unico,Undirected,1
unico,busca,Undirected,1
busca,dividir,Undirected,1
dividir,sociedad,Undirected,1
sociedad,bandos,Undirected,1
bandos,color,Undirected,1
color,malo,Undirected,1
malo,divide,Undirected,1
divide,et,Undirected,1
et,impera,Undirected,1
impera,manejan,Undirected,1
manejan,circo,Undirected,1
circo,monos,Undirected,1
monos,bailamos,Undirected,1
libre,sujeto,Undirected,1
sujeto,cáusales,Undirected,1
cáusales,principio,Undirected,1
principio,ips,Undirected,1
ips,prohibido,Undirected,1
prohibido,pedir,Undirected,1
pedir,justificaciones,Undirected,1
justificaciones,informar,Undirected,1
informar,decisión,Undirected,1
decisión,menor,Undirected,1
menor,veo,Undirected,1
veo,activarían,Undirected,1
activarían,rutas,Undirected,1
quedo,diferencia,Undirected,2
diferencia,gano,Undirected,1
gano,quitan,Undirected,1
quitan,darle,Undirected,1
darle,ganaba,Undirected,1
ganaba,pongámosle,Undirected,1
pongámosle,alguien,Undirected,1
alguien,quedo,Undirected,1
diferencia,pierden,Undirected,1
fascista,sanchez,Undirected,1
sanchez,arruinados,Undirected,1
arruinados,auto,Undirected,1
auto,enriquece,Undirected,1
enriquece,impuestos,Undirected,1
españa,merezca,Undirected,1
merezca,ponen,Undirected,1
ponen,señorito,Undirected,1
señorito,televisiones,Undirected,1
televisiones,encumbran,Undirected,1
encumbran,tira,Undirected,1
tira,suelo,Undirected,1
suelo,mendrugos,Undirected,1
mendrugos,pan,Undirected,1
pan,cunda,Undirected,1
amistoso,partidazo,Undirected,1
partidazo,mbappé,Undirected,1
titular,psg,Undirected,1
leo,arranque,Undirected,1
arranque,encuentro,Undirected,1
encuentro,combinado,Undirected,1
combinado,árabe,Undirected,1
árabe,cristiano,Undirected,1
ronaldo,inicial,Undirected,1
inicial,banco,Undirected,1
banco,marcelo,Undirected,1
diferencia,sabido,Undirected,1
sabido,útil,Undirected,1
padilla,grave,Undirected,1
grave,núñez,Undirected,1
núñez,apoye,Undirected,1
apoye,postura,Undirected,1
postura,nacional,Undirected,1
pp,agua,Undirected,1
agua,defendiendo,Undirected,1
defendiendo,intereses,Undirected,1
intereses,levante,Undirected,1
levante,clm,Undirected,1
abrazar,gallardo,Undirected,1
