Source,Target,Type
gente,fascista,Undirected
fascista,país,Undirected
mañueco,reitera,Undirected
reitera,sánchez,Undirected
sánchez,aprobará,Undirected
aprobará,plan,Undirected
plan,aborto,Undirected
aborto,castilla,Undirected
castilla,león,Undirected
león,vía,Undirected
pudimos,libro,Undirected
libro,leído,Undirected
leído,demasiados,Undirected
vox,franquismo,Undirected
franquismo,años,Undirected
años,piden,Undirected
piden,pida,Undirected
pida,perdón,Undirected
grandísima,desgraciada,Undirected
desgraciada,ojalá,Undirected
ojalá,pariera,Undirected
pariera,esterilizaran,Undirected
messi,balones,Undirected
balones,oro,Undirected
oro,sabrá,Undirected
sabrá,pesa,Undirected
pesa,copa,Undirected
copa,mundo,Undirected
mundo,cristiano,Undirected
cristiano,pesa,Undirected
pesa,charla,Undirected
charla,gallardo,Undirected
gallardo,vestuario,Undirected
vestuario,jugador,Undirected
jugador,sueña,Undirected
sueña,técnico,Undirected
técnico,transmita,Undirected
transmita,filosofía,Undirected
filosofía,ganadora,Undirected
ganadora,vale,Undirected
inventa,prensa,Undirected
prensa,crear,Undirected
crear,vídeos,Undirected
vídeos,vox,Undirected
vox,pp,Undirected
pp,discutiendo,Undirected
aborto,seguro,Undirected
seguro,whats,Undirected
whats,cytotec,Undirected
cytotec,citotec,Undirected
citotec,comoabortar,Undirected
comoabortar,chaabortivo,Undirected
chaabortivo,chadecanela,Undirected
chadecanela,comoabortar,Undirected
comoabortar,ondecomprarcytotec,Undirected
ondecomprarcytotec,miso,Undirected
miso,cytotecpfizer,Undirected
ñuñoino,musical,Undirected
juanma,moreno,Undirected
moreno,marca,Undirected
marca,distancias,Undirected
distancias,vox,Undirected
vox,generan,Undirected
generan,inestabilidad,Undirected
seguirán,creciendo,Undirected
creciendo,ego,Undirected
ego,aptitud,Undirected
aptitud,dividir,Undirected
dividir,izquierda,Undirected
izquierda,ganara,Undirected
ganara,ayuso,Undirected
ayuso,seguirá,Undirected
seguirá,gobernando,Undirected
gobernando,sentirá,Undirected
sentirá,reforzada,Undirected
reforzada,legitimidad,Undirected
legitimidad,seguir,Undirected
seguir,aplicando,Undirected
aplicando,recortes,Undirected
recortes,serás,Undirected
serás,problema,Undirected
problema,altavoz,Undirected
altavoz,sexta,Undirected
tezanos,debería,Undirected
debería,denunciado,Undirected
dr,olutoye,Undirected
olutoye,vida,Undirected
vida,feto,Undirected
feto,meses,Undirected
meses,bergoglio,Undirected
bergoglio,permitio,Undirected
permitio,ley,Undirected
ley,aborto,Undirected
aborto,cuesta,Undirected
cuesta,vida,Undirected
vida,cientos,Undirected
cientos,miles,Undirected
miles,dios,Undirected
comunicacionuv,rt,Undirected
rt,conoces,Undirected
conoces,observatorio,Undirected
observatorio,igualdad,Undirected
igualdad,género,Undirected
género,uv,Undirected
uv,escucha,Undirected
escucha,púrpura,Undirected
púrpura,conoce,Undirected
conoce,funciones,Undirected
funciones,cifras,Undirected
cifras,importantes,Undirected
importantes,observatorios,Undirected
observatorios,realiza,Undirected
realiza,pierdas,Undirected
pierdas,charla,Undirected
charla,dra,Undirected
dra,rocío,Undirected
rocío,lópez,Undirected
lópez,lara,Undirected
lara,mañan,Undirected
dirige,marcelo,Undirected
marcelo,gallardo,Undirected
deduzco,aborto,Undirected
opino,tamaño,Undirected
tamaño,barriga,Undirected
barriga,nacer,Undirected
nacer,sobrevivir,Undirected
sobrevivir,chiste,Undirected
chiste,loca,Undirected
derechos,disponer,Undirected
disponer,riquezas,Undirected
riquezas,bienestar,Undirected
bienestar,comunidades,Undirected
mejores,creaciones,Undirected
creaciones,manos,Undirected
manos,desquiciadas,Undirected
desquiciadas,frente,Undirected
frente,ministerio,Undirected
ministerio,caros,Undirected
caros,gobierno,Undirected
gobierno,inverosímil,Undirected
rueda,prensa,Undirected
quieres,consejos,Undirected
consejos,consultivos,Undirected
consultivos,nacionales,Undirected
nacionales,ccn,Undirected
ccn,niñas,Undirected
niñas,niños,Undirected
niños,adolescentes,Undirected
adolescentes,requisitos,Undirected
requisitos,debes,Undirected
debes,cumplir,Undirected
cumplir,entérate,Undirected
entérate,opinayparticipa,Undirected
opinayparticipa,protegemostusderechos,Undirected
veo,insultar,Undirected
insultar,correcto,Undirected
correcto,cambio,Undirected
cambio,ufffffff,Undirected
capaz,veo,Undirected
veo,gallardo,Undirected
gallardo,pongo,Undirected
pongo,llorar,Undirected
llorar,prometo,Undirected
gallardo,pity,Undirected
pity,messi,Undirected
messi,multiverso,Undirected
multiverso,perfecto,Undirected
messi,cristiano,Undirected
cristiano,ronaldo,Undirected
ronaldo,cara,Undirected
cara,cara,Undirected
cara,hora,Undirected
hora,partido,Undirected
esperpento,recogida,Undirected
recogida,cable,Undirected
cable,pp,Undirected
pp,vox,Undirected
vox,ayuso,Undirected
ayuso,abascal,Undirected
abascal,feijoo,Undirected
feijoo,pp,Undirected
pp,mayo,Undirected
mayo,generales,Undirected
generales,necesitan,Undirected
necesitan,andar,Undirected
andar,palos,Undirected
palos,quemarán,Undirected
quemarán,gallardo,Undirected
gallardo,mañueco,Undirected
mañueco,darán,Undirected
darán,castilla,Undirected
castilla,león,Undirected
león,perdida,Undirected
perdida,mayo,Undirected
igualdad,diga,Undirected
refiero,interpretas,Undirected
interpretas,cómplices,Undirected
cómplices,represión,Undirected
resta,mérito,Undirected
mérito,neme,Undirected
neme,juega,Undirected
juega,goles,Undirected
goles,comparas,Undirected
comparas,quintana,Undirected
quintana,tipo,Undirected
tipo,quiso,Undirected
quiso,fusionar,Undirected
fusionar,emelec,Undirected
emelec,octubre,Undirected
octubre,cobraba,Undirected
cobraba,mensualidades,Undirected
mensualidades,suites,Undirected
suites,dinero,Undirected
dinero,venta,Undirected
venta,montero,Undirected
montero,idv,Undirected
leamos,revés,Undirected
revés,aseveración,Undirected
aseveración,continuando,Undirected
continuando,logica,Undirected
logica,libertad,Undirected
libertad,privilegios,Undirected
privilegios,concluir,Undirected
concluir,plena,Undirected
plena,igualdad,Undirected
igualdad,obtiene,Undirected
obtiene,cero,Undirected
cero,libertad,Undirected
libertad,fascista,Undirected
fascista,piensa,Undirected
piensa,hablar,Undirected
hablar,huevadas,Undirected
aborto,agenda,Undirected
agenda,enemigos,Undirected
enemigos,argentina,Undirected
argentina,orden,Undirected
orden,mun,Undirected
derechita,cobarde,Undirected
cobarde,votos,Undirected
votos,vox,Undirected
vox,abandone,Undirected
abandone,leyes,Undirected
leyes,puta,Undirected
puta,izquierda,Undirected
izquierda,contrario,Undirected
contrario,vayan,Undirected
vayan,puta,Undirected
puta,mierda,Undirected
mierda,volveré,Undirected
volveré,votar,Undirected
votar,cobardes,Undirected
cobardes,partido,Undirected
partido,popular,Undirected
popular,nariz,Undirected
nariz,tapada,Undirected
tapada,psoe,Undirected
psoe,agencias,Undirected
agencias,colocaciones,Undirected
colocaciones,vagos,Undirected
caso,aislado,Undirected
aislado,conpartir,Undirected
conpartir,ido,Undirected
ido,encontrando,Undirected
encontrando,estrategia,Undirected
estrategia,partido,Undirected
partido,acabar,Undirected
acabar,caso,Undirected
caso,federico,Undirected
federico,jiménez,Undirected
jiménez,losantos,Undirected
losantos,candidata,Undirected
candidata,vox,Undirected
vox,alcaldía,Undirected
alcaldía,pamplona,Undirected
ronaldo,gallardo,Undirected
gallardo,juntos,Undirected
castilla,len,Undirected
len,inadmite,Undirected
inadmite,requerimiento,Undirected
requerimiento,snchez,Undirected
snchez,ningn,Undirected
ningn,apruebe,Undirected
apruebe,legislacin,Undirected
legislacin,aborto,Undirected
idiotas,escoria,Undirected
escoria,denominarse,Undirected
denominarse,sapiens,Undirected
sapiens,inteligentes,Undirected
inteligentes,animal,Undirected
comunista,vendias,Undirected
vendias,saldrias,Undirected
saldrias,vallecas,Undirected
vallecas,minima,Undirected
minima,chaletazo,Undirected
chaletazo,machista,Undirected
machista,dijiste,Undirected
dijiste,azotar,Undirected
azotar,sangrar,Undirected
sangrar,marilo,Undirected
marilo,montero,Undirected
montero,incoherente,Undirected
incoherente,decias,Undirected
decias,sra,Undirected
sra,botella,Undirected
botella,mira,Undirected
mira,pareja,Undirected
comunistas,plata,Undirected
plata,pregonan,Undirected
pregonan,igualdad,Undirected
igualdad,ponen,Undirected
ponen,práctica,Undirected
práctica,punto,Undirected
juego,clave,Undirected
clave,seguimos,Undirected
seguimos,apoyando,Undirected
apoyando,temer,Undirected
temer,pase,Undirected
enfrentamiento,messi,Undirected
messi,ronaldo,Undirected
ronaldo,ponen,Undirected
ponen,gallardo,Undirected
gallardo,ridiculos,Undirected
ridiculos,espn,Undirected
gallardo,principalmente,Undirected
principalmente,ojalá,Undirected
ojalá,tiro,Undirected
tiro,libre,Undirected
libre,clave,Undirected
clave,ángulo,Undirected
quedamos,manos,Undirected
manos,dictadura,Undirected
dictadura,demandarán,Undirected
demandarán,ministra,Undirected
ministra,corcho,Undirected
corcho,resolución,Undirected
resolución,aborto,Undirected
iros,tomar,Undirected
tomar,café,Undirected
café,cn,Undirected
cn,leche,Undirected
leche,lleváis,Undirected
lleváis,feijoo,Undirected
feijoo,q,Undirected
q,gustar,Undirected
camino,q,Undirected
q,cambio,Undirected
cambio,espero,Undirected
espero,q,Undirected
q,abstencionistas,Undirected
abstencionistas,den,Undirected
den,perjudicial,Undirected
perjudicial,q,Undirected
q,país,Undirected
país,actitud,Undirected
actitud,avalan,Undirected
avalan,tipo,Undirected
tipo,latrocinio,Undirected
latrocinio,entiendo,Undirected
entiendo,raciocinio,Undirected
manuela,carmena,Undirected
carmena,disculpa,Undirected
disculpa,irene,Undirected
irene,montero,Undirected
montero,bofetón,Undirected
bofetón,pone,Undirected
pone,ladrar,Undirected
ladrar,iglesias,Undirected
gallardo,argentina,Undirected
argentina,gane,Undirected
gane,mundial,Undirected
paso,enseñas,Undirected
enseñas,somtar,Undirected
somtar,violadores,Undirected
eyyy,pp,Undirected
pp,seriecito,Undirected
mínimo,sentido,Undirected
sentido,messi,Undirected
messi,vs,Undirected
vs,cristiano,Undirected
cristiano,arabia,Undirected
arabia,messi,Undirected
messi,jugando,Undirected
jugando,equipo,Undirected
equipo,cristiano,Undirected
cristiano,equipo,Undirected
equipo,combinado,Undirected
combinado,clubes,Undirected
clubes,vendría,Undirected
vendría,bover,Undirected
bover,arabia,Undirected
arabia,entrenado,Undirected
entrenado,marcelo,Undirected
marcelo,gallardo,Undirected
esconder,ineptitud,Undirected
ineptitud,pararlo,Undirected
pararlo,busco,Undirected
busco,gente,Undirected
gente,dispuesta,Undirected
dispuesta,encontrar,Undirected
encontrar,soluciones,Undirected
soluciones,doscientas,Undirected
doscientas,ochenta,Undirected
ochenta,busco,Undirected
busco,gente,Undirected
gente,dispuesta,Undirected
dispuesta,encontrar,Undirected
encontrar,solución,Undirected
solución,ponga,Undirected
ponga,aladedoscientasochentayseis,Undirected
afano,amigo,Undirected
exceso,consumo,Undirected
consumo,drogas,Undirected
messi,gallardo,Undirected
gallardo,cristiano,Undirected
cristiano,ronaldo,Undirected
ronaldo,linda,Undirected
linda,forma,Undirected
forma,empezar,Undirected
señor,vienen,Undirected
vienen,lejos,Undirected
lejos,obviamente,Undirected
obviamente,llegar,Undirected
llegar,uni,Undirected
uni,centro,Undirected
centro,estudio,Undirected
estudio,albergue,Undirected
manuela,carmena,Undirected
carmena,disculpa,Undirected
disculpa,irene,Undirected
irene,montero,Undirected
montero,bofetón,Undirected
bofetón,pone,Undirected
pone,ladrar,Undirected
ladrar,iglesias,Undirected
falto,congresistas,Undirected
congresistas,provincianos,Undirected
provincianos,vendidos,Undirected
vendidos,q,Undirected
q,respondieron,Undirected
respondieron,gobernadores,Undirected
gobernadores,alcaldes,Undirected
alcaldes,corruptos,Undirected
dices,condenas,Undirected
condenas,mil,Undirected
mil,condenas,Undirected
condenas,falsos,Undirected
falsos,positivos,Undirected
positivos,mil,Undirected
mil,condenas,Undirected
q,raro,Undirected
raro,q,Undirected
q,gallardo,Undirected
gallardo,ronaldo,Undirected
dejar,relacionar,Undirected
relacionar,cristiano,Undirected
cristiano,ronaldo,Undirected
ronaldo,gallardo,Undirected
gallardo,favor,Undirected
defiendes,vida,Undirected
vida,activistas,Undirected
activistas,pena,Undirected
pena,muerte,Undirected
muerte,erradicando,Undirected
erradicando,pobreza,Undirected
pobreza,adicciones,Undirected
adicciones,suicidios,Undirected
suicidios,defiendes,Undirected
defiendes,quieres,Undirected
quieres,hagan,Undirected
hagan,vivir,Undirected
vivir,mujeres,Undirected
mujeres,sociedad,Undirected
sociedad,quieres,Undirected
pasar,pasar,Undirected
pasar,pasa,Undirected
pasa,suele,Undirected
suele,convertir,Undirected
convertir,habitual,Undirected
habitual,trabajo,Undirected
trabajo,paga,Undirected
paga,artístico,Undirected
artístico,difícil,Undirected
difícil,entender,Undirected
darían,años,Undirected
años,reincidentes,Undirected
zumbada,ministra,Undirected
ministra,liberar,Undirected
liberar,cárcel,Undirected
cárcel,violadores,Undirected
pone,pitoso,Undirected
pitoso,jajjaajajaj,Undirected
pp,malversando,Undirected
malversando,dinero,Undirected
dinero,alimentar,Undirected
alimentar,parásito,Undirected
parásito,oficio,Undirected
oficio,beneficio,Undirected
beneficio,bocas,Undirected
bocas,inútil,Undirected
inútil,visible,Undirected
visible,piensa,Undirected
piensa,pagando,Undirected
pagando,vox,Undirected
mirar,gladiadores,Undirected
gladiadores,mirarlo,Undirected
mirarlo,gallardo,Undirected
gallardo,cuestiónnnn,Undirected
recipiente,camina,Undirected
camina,inercia,Undirected
inercia,realmente,Undirected
realmente,persona,Undirected
persona,vida,Undirected
vida,pensar,Undirected
seguirán,diciendo,Undirected
diciendo,ppodrido,Undirected
ppodrido,respeta,Undirected
respeta,colabora,Undirected
colabora,justicia,Undirected
justicia,feijóo,Undirected
feijóo,acudirá,Undirected
acudirá,juicio,Undirected
juicio,pp,Undirected
pp,salamanca,Undirected
salamanca,presidente,Undirected
presidente,produjeron,Undirected
produjeron,hechos,Undirected
católicos,apostólicos,Undirected
apostólicos,romanos,Undirected
romanos,ignorantes,Undirected
ignorantes,mierda,Undirected
bebe,mandándome,Undirected
mandándome,audios,Undirected
audios,pidiéndome,Undirected
pidiéndome,clave,Undirected
clave,partido,Undirected
partido,messi,Undirected
messi,neymar,Undirected
neymar,mbappe,Undirected
mbappe,cristiano,Undirected
cristiano,gallardo,Undirected
q,fla,Undirected
fla,gallardo,Undirected
gallardo,q,Undirected
q,cristiano,Undirected
cristiano,ronaldo,Undirected
totalmente,encontrado,Undirected
encontrado,vox,Undirected
vox,conozco,Undirected
conozco,montón,Undirected
montón,hable,Undirected
hable,contrario,Undirected
contrario,marido,Undirected
ponen,fina,Undirected
fina,gusta,Undirected
gusta,saque,Undirected
saque,canción,Undirected
canción,shakira,Undirected
ala,chupar,Undirected
chupar,publicidad,Undirected
publicidad,institucional,Undirected
mirar,partido,Undirected
partido,lagrimas,Undirected
lagrimas,ojos,Undirected
ojos,lastima,Undirected
lastima,gallardo,Undirected
gallardo,dt,Undirected
dt,river,Undirected
crean,despropósito,Undirected
despropósito,entran,Undirected
entran,capotes,Undirected
capotes,gobierno,Undirected
gobierno,medios,Undirected
medios,comunicación,Undirected
comunicación,deberían,Undirected
deberían,centrarse,Undirected
centrarse,importante,Undirected
cambio,vota,Undirected
vota,vox,Undirected
mirar,pp,Undirected
justicia,rebaja,Undirected
rebaja,canarias,Undirected
canarias,condenas,Undirected
condenas,agresión,Undirected
agresión,sexual,Undirected
hablando,cosas,Undirected
cosas,contestándote,Undirected
contestándote,tuit,Undirected
tuit,ley,Undirected
ley,tema,Undirected
tema,censura,Undirected
viva,fútbol,Undirected
fútbol,messi,Undirected
messi,encontra,Undirected
encontra,cristiano,Undirected
cristiano,gallardo,Undirected
hermosa,vivió,Undirected
vivió,gallardo,Undirected
gallardo,saludos,Undirected
saludos,campeon,Undirected
criticando,pp,Undirected
pp,d,Undirected
d,madrid,Undirected
madrid,feijoo,Undirected
feijoo,pide,Undirected
pide,q,Undirected
q,dimita,Undirected
dimita,ida,Undirected
alfonso,niño,Undirected
niño,acuesta,Undirected
acuesta,imagina,Undirected
imagina,vox,Undirected
vox,acuesta,Undirected
acuesta,escrementado,Undirected
escrementado,alborea,Undirected
alborea,ducha,Undirected
tiempo,manos,Undirected
increíble,igualdad,Undirected
igualdad,oportunidades,Undirected
oportunidades,presos,Undirected
cs,artífice,Undirected
artífice,trampas,Undirected
trampas,reina,Undirected
reina,trepas,Undirected
trepas,desgracia,Undirected
desgracia,dudo,Undirected
dudo,pp,Undirected
pp,quede,Undirected
quede,penco,Undirected
penco,lis,Undirected
lis,hervias,Undirected
hervias,metiste,Undirected
metiste,busca,Undirected
busca,trabajo,Undirected
trágico,pelea,Undirected
pelea,gallardo,Undirected
gallardo,técnico,Undirected
técnico,psg,Undirected
mira,tendriamos,Undirected
tendriamos,festejar,Undirected
festejar,agosto,Undirected
militando,años,Undirected
años,preguntas,Undirected
preguntas,señoría,Undirected
cuidado,personas,Undirected
personas,hayan,Undirected
hayan,percibido,Undirected
percibido,perciban,Undirected
perciban,pp,Undirected
pp,marca,Undirected
marca,blanca,Undirected
blanca,psoe,Undirected
psoe,ppsoe,Undirected
ppsoe,sinceramente,Undirected
sinceramente,viendo,Undirected
viendo,quedado,Undirected
quedado,alegraba,Undirected
cargado,sanidad,Undirected
sanidad,pública,Undirected
pública,ido,Undirected
ido,privatizando,Undirected
privatizando,pp,Undirected
juegan,neymar,Undirected
neymar,mbappe,Undirected
mbappe,messi,Undirected
messi,mismísimo,Undirected
mismísimo,ramos,Undirected
ramos,espn,Undirected
espn,pone,Undirected
pone,q,Undirected
q,juegan,Undirected
juegan,gallardo,Undirected
gallardo,pity,Undirected
pity,martinez,Undirected
martinez,aladin,Undirected
aladin,messi,Undirected
lionel,𝗠𝗲𝘀𝘀𝗶,Undirected
𝗠𝗲𝘀𝘀𝗶,cristiano,Undirected
cristiano,𝗥𝗼𝗻𝗮𝗹𝗱𝗼,Undirected
𝗥𝗼𝗻𝗮𝗹𝗱𝗼,enfrentran,Undirected
enfrentran,amistoso,Undirected
amistoso,psg,Undirected
psg,estrellas,Undirected
estrellas,nassr,Undirected
nassr,hilal,Undirected
hilal,debut,Undirected
debut,bicho,Undirected
bicho,fútbol,Undirected
fútbol,saudí,Undirected
saudí,dt,Undirected
dt,marcelo,Undirected
marcelo,gallardo,Undirected
gallardo,plantel,Undirected
plantel,andré,Undirected
andré,carrillo,Undirected
sayas,adanero,Undirected
adanero,demostrado,Undirected
demostrado,personas,Undirected
personas,íntegras,Undirected
íntegras,principios,Undirected
principios,significa,Undirected
significa,puedan,Undirected
puedan,equivocarse,Undirected
equivocarse,entiendo,Undirected
entiendo,hayan,Undirected
hayan,fichado,Undirected
fichado,pp,Undirected
pp,coherente,Undirected
coherente,fácil,Undirected
fácil,habría,Undirected
habría,crear,Undirected
crear,partido,Undirected
partido,veremos,Undirected
foto,video,Undirected
video,gallardo,Undirected
gallardo,abrazando,Undirected
abrazando,messi,Undirected
messi,único,Undirected
único,necesito,Undirected
necesito,seguir,Undirected
seguir,vida,Undirected
ciclo,cumplido,Undirected
cumplido,andate,Undirected
andate,gallardo,Undirected
chaquetita,pingüinito,Undirected
patriota,arrodillarse,Undirected
arrodillarse,secesionistas,Undirected
secesionistas,terroristas,Undirected
terroristas,ceder,Undirected
ceder,exijan,Undirected
exijan,mantenerse,Undirected
mantenerse,gentuza,Undirected
gentuza,decida,Undirected
decida,dinero,Undirected
dinero,aportamos,Undirected
aportamos,gaste,Undirected
gaste,embajadas,Undirected
embajadas,independentistas,Undirected
independentistas,hipócritas,Undirected
importa,contexto,Undirected
contexto,felicidad,Undirected
felicidad,gallardo,Undirected
ritmo,q,Undirected
q,desgobierno,Undirected
desgobierno,q,Undirected
q,pisar,Undirected
pisar,juzgados,Undirected
juzgados,sonrieyasevan,Undirected
soltar,violadores,Undirected
sabido,q,Undirected
q,enero,Undirected
enero,empezaba,Undirected
empezaba,campaña,Undirected
campaña,q,Undirected
q,sabíamos,Undirected
sabíamos,q,Undirected
q,q,Undirected
q,electoral,Undirected
electoral,iba,Undirected
iba,guerra,Undirected
guerra,vox,Undirected
vox,pensándolo,Undirected
pensándolo,extrañar,Undirected
extrañar,q,Undirected
q,vox,Undirected
vox,venido,Undirected
venido,romper,Undirected
romper,dinámica,Undirected
dinámica,q,Undirected
q,gusta,Undirected
gusta,pp,Undirected
pp,q,Undirected
q,psoe,Undirected
jajajaja,baja,Undirected
baja,gallardo,Undirected
gallardo,fifa,Undirected
cree,tocado,Undirected
tocado,fondo,Undirected
fondo,tropezamos,Undirected
tropezamos,chupi,Undirected
chupi,pandi,Undirected
pandi,ministerio,Undirected
ministerio,igualdad,Undirected
igualdad,derechos,Undirected
derechos,selectivos,Undirected
juegan,mayores,Undirected
mayores,idolos,Undirected
idolos,gallardo,Undirected
gallardo,cristiano,Undirected
cristiano,ronaldo,Undirected
calla,falete,Undirected
falete,coño,Undirected
coño,vas,Undirected
vas,ejemplo,Undirected
ejemplo,circense,Undirected
gallardo,dirigir,Undirected
dirigir,fútbol,Undirected
fútbol,sexo,Undirected
ayyyyy,hola,Undirected
hola,gallardo,Undirected
gallardo,corazónnnnnnn,Undirected
concuerdo,totalmente,Undirected
samaritano,gusta,Undirected
gusta,matar,Undirected
matar,ve,Undirected
ve,marchas,Undirected
marchas,enfréntate,Undirected
enfréntate,población,Undirected
población,igualdad,Undirected
igualdad,condiciones,Undirected
condiciones,seas,Undirected
seas,cobarde,Undirected
cobarde,asume,Undirected
asume,responsabilidad,Undirected
responsabilidad,actos,Undirected
digas,llevo,Undirected
llevo,valladolid,Undirected
valladolid,años,Undirected
años,burgos,Undirected
burgos,valladolid,Undirected
valladolid,frío,Undirected
frío,estupendamente,Undirected
messi,neymar,Undirected
neymar,mbappe,Undirected
mbappe,gallardo,Undirected
gallardo,ronaldo,Undirected
ronaldo,pity,Undirected
pity,juntos,Undirected
juntos,soñando,Undirected
soñando,pajear,Undirected
mk,enviaba,Undirected
enviaba,fotos,Undirected
fotos,acostada,Undirected
acostada,cama,Undirected
cama,diciéndo,Undirected
diciéndo,ajá,Undirected
ajá,podía,Undirected
podía,parar,Undirected
parar,reposo,Undirected
reposo,manda,Undirected
manda,foto,Undirected
foto,barriguita,Undirected
barriguita,jajajaja,Undirected
estupidez,infinita,Undirected
veo,partido,Undirected
partido,gallardo,Undirected
gallardo,messi,Undirected
messi,cristiano,Undirected
tome,anticonceptivos,Undirected
pp,votó,Undirected
votó,psoe,Undirected
mujer,trabajo,Undirected
trabajo,fachas,Undirected
fachas,trabajo,Undirected
trabajo,dignamente,Undirected
dignamente,callaros,Undirected
callaros,boca,Undirected
boca,meapilas,Undirected
meapilas,mierda,Undirected
sabéis,pedido,Undirected
pedido,calipso,Undirected
calipso,verano,Undirected
acción,pésima,Undirected
pésima,recordemos,Undirected
recordemos,cobran,Undirected
cobran,servicios,Undirected
servicios,cedimos,Undirected
cedimos,privados,Undirected
privados,deja,Undirected
deja,golpe,Undirected
golpe,miserable,Undirected
miserable,actual,Undirected
actual,gobierno,Undirected
gobierno,vdd,Undirected
gallardo,convoca,Undirected
convoca,bicho,Undirected
amistoso,patético,Undirected
patético,obviamente,Undirected
obviamente,almorzar,Undirected
almorzar,viendo,Undirected
viendo,messi,Undirected
messi,vs,Undirected
vs,cristiano,Undirected
cristiano,ronaldo,Undirected
ronaldo,muñeco,Undirected
muñeco,gallardo,Undirected
gallardo,banco,Undirected
queso,gallardo,Undirected
gallardo,bicho,Undirected
gallardo,messi,Undirected
messi,elegír,Undirected
elegír,mamá,Undirected
mamá,papá,Undirected
supo,go,Undirected
go,estaréis,Undirected
estaréis,clínica,Undirected
clínica,pertenece,Undirected
pertenece,red,Undirected
red,grupo,Undirected
grupo,recoletas,Undirected
recoletas,conocido,Undirected
conocido,cyl,Undirected
cyl,recibir,Undirected
recibir,cuantiosos,Undirected
cuantiosos,co,Undirected
co,encargarse,Undirected
encargarse,tratamiento,Undirected
tratamiento,oncológicos,Undirected
oncológicos,pacientes,Undirected
pacientes,ejemplo,Undirected
ejemplo,león,Undirected
bruselas,desoye,Undirected
desoye,petición,Undirected
petición,pp,Undirected
pp,castigar,Undirected
castigar,españa,Undirected
españa,vuelve,Undirected
vuelve,exigirle,Undirected
exigirle,desbloquee,Undirected
desbloquee,cgpj,Undirected
crece,aprobación,Undirected
aprobación,ciudadana,Undirected
ciudadana,gobernador,Undirected
gobernador,ricardo,Undirected
ricardo,gallardo,Undirected
gallardo,cardona,Undirected
cardona,slp,Undirected
slp,economista,Undirected
gallardo,duele,Undirected
crece,aprobación,Undirected
aprobación,ciudadana,Undirected
ciudadana,gobernador,Undirected
gobernador,ricardo,Undirected
ricardo,gallardo,Undirected
gallardo,cardona,Undirected
cardona,slp,Undirected
slp,economista,Undirected
tratar,mujeres,Undirected
mujeres,decepcion,Undirected
verde,veo,Undirected
señora,escupe,Undirected
escupe,odio,Undirected
odio,destilado,Undirected
destilado,podredumbre,Undirected
podredumbre,interior,Undirected
razón,capricho,Undirected
capricho,votos,Undirected
votos,vox,Undirected
vox,despega,Undirected
despega,ciudadanía,Undirected
señor,asesores,Undirected
asesores,saldo,Undirected
saldo,acaso,Undirected
acaso,gañán,Undirected
estás,leyendo,Undirected
leyendo,castellano,Undirected
castellano,entender,Undirected
entender,poliglota,Undirected
preparación,pp,Undirected
pp,listos,Undirected
listos,listos,Undirected
listos,arruinar,Undirected
arruinar,pais,Undirected
ronaldo,capitán,Undirected
capitán,equipo,Undirected
equipo,gallardo,Undirected
gallardo,jajajajaja,Undirected
jajajajaja,lindo,Undirected
lindo,fútbol,Undirected
fútbol,pibe,Undirected
siii,gane,Undirected
gane,equipo,Undirected
equipo,gallardo,Undirected
olvidado,vendía,Undirected
vendía,cupones,Undirected
amo,marcelo,Undirected
marcelo,gallardo,Undirected
gallardo,sos,Undirected
sos,mundo,Undirected
padre,jajajaja,Undirected
jajajaja,jajajaja,Undirected
quiero,imagenes,Undirected
imagenes,gallardo,Undirected
gallardo,pity,Undirected
imagino,gallinas,Undirected
gallinas,subiendo,Undirected
subiendo,historias,Undirected
historias,messi,Undirected
messi,gallardo,Undirected
gallardo,lamentablemente,Undirected
lamentablemente,compara,Undirected
pistolera,envidiosa,Undirected
envidiosa,metete,Undirected
metete,sanchez,Undirected
sanchez,recortes,Undirected
recortes,sanidad,Undirected
sanidad,ida,Undirected
ida,das,Undirected
das,vete,Undirected
vete,casa,Undirected
casa,trabaja,Undirected
trabaja,vaga,Undirected
vaga,sueldo,Undirected
loca,carretera,Undirected
carretera,pobre,Undirected
pobre,niño,Undirected
desigualdad,hereda,Undirected
hereda,muñoz,Undirected
muñoz,analiza,Undirected
analiza,estudios,Undirected
estudios,correlacionan,Undirected
correlacionan,movilidad,Undirected
movilidad,socioeconómica,Undirected
socioeconómica,pertenencia,Undirected
pertenencia,minorías,Undirected
minorías,etnias,Undirected
etnias,tradicionalmente,Undirected
tradicionalmente,discriminadas,Undirected
discriminadas,pueblos,Undirected
pueblos,indígenas,Undirected
indígenas,afrodescendientes,Undirected
ayuso,casado,Undirected
vías,obtenerlo,Undirected
obtenerlo,rellena,Undirected
rellena,formulario,Undirected
formulario,ingresa,Undirected
ingresa,grupo,Undirected
grupo,telegram,Undirected
telegram,rt,Undirected
rt,hilo,Undirected
gallardo,cuerpo,Undirected
cuerpo,técnico,Undirected
españa,ejemplo,Undirected
ejemplo,políticas,Undirected
políticas,igualdad,Undirected
igualdad,has,Undirected
has,ido,Undirected
ido,representación,Undirected
representación,españa,Undirected
españa,has,Undirected
has,intervención,Undirected
intervención,perdona,Undirected
perdona,has,Undirected
has,ido,Undirected
plazas,pasa,Undirected
pasa,huevonas,Undirected
huevonas,culeras,Undirected
